id,generic_name,brand_name,manufacturer,category,subcategory,ndc,price,dosage_form,dosage,description,gene_interactions,stock
796,Ramicin,Pfiramicin Hydrochloride,Pfizer,Antibiotic,Tetracycline,28786-173-78,106.22,Capsule,"150 mcg Capsule, 90 Capsules per bottle. Typical dosing: twice daily.","ramicin is a broad-spectrum antibiotic used to treat various bacterial infections throughout the body.

Mechanism of Action: ramicin works by binding to the 30S ribosomal subunit, inhibiting bacterial protein synthesis.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Low protein binding (<30%). Metabolized to active metabolites that contribute to the therapeutic effect. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Pregnancy and lactation; Concurrent use of contraindicated medications; Severe renal impairment; Known bacterial resistance; Myasthenia gravis (for certain antibiotic classes).

Common Adverse Effects: Allergic reactions, Photosensitivity, Diarrhea, Abdominal pain, Pruritus.","CYP2B6,DPYD,OPRM1",654
797,Demethasone,demethasone Sulfate,Baxter International,Nutritional,Mineral,97069-493-91,14.08,Topical Cream,"5 mg/g Topical Cream, 20 g tube. Typical dosing: once daily.","demethasone is indicated for therapeutic applications related to nutritional conditions.

Mechanism of Action: demethasone works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Does not significantly penetrate the blood-brain barrier. Metabolized to active metabolites that contribute to the therapeutic effect. Clearance is reduced in patients with renal impairment.

Contraindications: Pregnancy and lactation; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Abdominal pain, Headache, Dizziness, Rash, Nausea.",,749
798,Bemustine,Genbemustine Phosphate,Genentech,Anticancer,Topoisomerase Inhibitor,90741-905-30,1101.47,Tablet,"500 mcg Tablet, 180 Tablets per bottle. Typical dosing: once daily.","bemustine belongs to the class of topoisomerase inhibitor agents within the anticancer category.

Mechanism of Action: bemustine works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Distribution limited primarily to the vascular compartment. Metabolized through multiple pathways with no single dominant route. Eliminated through both renal and biliary routes.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Severe renal impairment.

Common Adverse Effects: Vomiting, Diarrhea, Rash, Pruritus, Headache, Dizziness.","OPRM1,CYP3A4,CYP2C19",510
799,Azcaine,azcaine Citrate ER,Pfizer,Musculoskeletal,Antigout,50388-399-95,150.44,Effervescent Tablet,"10 mg Effervescent Tablet, 20 Effervescent Tablets per bottle. Typical dosing: three times daily.","azcaine belongs to the class of antigout agents within the musculoskeletal category.

Mechanism of Action: azcaine works by counteracting pathological changes in tissue function.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Distribution limited primarily to the vascular compartment. Metabolized through multiple pathways with no single dominant route. Terminal half-life of approximately 12-24 hours.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Severe renal impairment.

Common Adverse Effects: Nausea, Headache, Diarrhea, Rash.","MTHFR,HLA-B*1502,CYP2B6",728
800,Toprazole,toprazole Potassium HCT,Celgene,Musculoskeletal,Bisphosphonate,55942-810-39,172.97,Otic Solution,"20.0 mg/mL Otic Solution, 30 mL bottle. Typical dosing: twice daily.","toprazole is a bisphosphonate medication classified under musculoskeletal drugs.

Mechanism of Action: toprazole works by binding to specific receptors in target tissues.

Pharmacokinetics: Absorption is reduced when taken with food. Distribution limited primarily to the vascular compartment. Metabolism shows significant inter-individual variability. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Pregnancy and lactation; Severe hepatic impairment; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Headache, Rash, Pruritus, Fatigue.",,171
801,Pecaine,pecaine Calcium,Piramal Healthcare,Antiparasitic,Antihelminthic,67738-372-93,16.41,Tablet,"1.0 g Tablet, 30 Tablets per bottle. Typical dosing: once daily.","pecaine is indicated for therapeutic applications related to antiparasitic conditions.

Mechanism of Action: pecaine works by enhancing physiological defense mechanisms.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Does not significantly penetrate the blood-brain barrier. Undergoes conjugation reactions in the liver. Clearance is reduced in patients with renal impairment.

Contraindications: Pregnancy and lactation; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Nausea, Dizziness, Pruritus, Rash.",,356
802,Suridone,suridone SR,Lupin,Musculoskeletal,Bisphosphonate,57920-928-19,46.48,Drops,"5 mg Drops, 10 units per package. Typical dosing: once daily.","suridone is used in the treatment of conditions requiring musculoskeletal therapy.

Mechanism of Action: suridone works by enhancing physiological defense mechanisms.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Distribution limited primarily to the vascular compartment. Metabolized to active metabolites that contribute to the therapeutic effect. Clearance is reduced in patients with renal impairment.

Contraindications: Pregnancy and lactation; Severe hepatic impairment; Severe renal impairment.

Common Adverse Effects: Fatigue, Vomiting, Diarrhea, Pruritus, Dizziness, Nausea, Abdominal pain.","IFNL3,CFTR",279
803,Glimicin,glimicin HCl,Biogen,Antiparasitic,Antimalarial,77593-570-66,18.65,Oral Suspension,"1000 mcg/mL Oral Suspension, 30 mL bottle. Typical dosing: three times daily.","glimicin is indicated for therapeutic applications related to antiparasitic conditions.

Mechanism of Action: glimicin works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Widely distributed throughout body tissues. Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Severe hepatic impairment; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Rash, Dizziness, Nausea, Diarrhea.",,417
804,Lerubicin,Glelerubicin IR,Glenmark,Antiparasitic,Antimalarial,66925-406-13,66.56,Vaginal Tablet,"50 mg Vaginal Tablet, 90 Vaginal Tablets per bottle. Typical dosing: once daily.","lerubicin belongs to the class of antimalarial agents within the antiparasitic category.

Mechanism of Action: lerubicin works by enhancing physiological defense mechanisms.

Pharmacokinetics: Absorption is reduced when taken with food. Does not significantly penetrate the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Elimination rate depends on hepatic function.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation; Severe renal impairment.

Common Adverse Effects: Diarrhea, Vomiting, Fatigue, Rash, Nausea.","CYP2B6,G6PD",498
805,Deprazole,deprazole Nitrate Oral,Bayer,Musculoskeletal,Bisphosphonate,56318-460-46,108.6,Nasal Spray,"200 mcg/dose Nasal Spray, 30 mL bottle. Typical dosing: once daily.","deprazole is a bisphosphonate medication classified under musculoskeletal drugs.

Mechanism of Action: deprazole works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Highly protein-bound (approximately 90-95%). Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Severe hepatic impairment; Severe renal impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Abdominal pain, Diarrhea, Pruritus, Fatigue, Nausea, Dizziness, Headache.",,567
806,Kevir,Lupkevir Sulfate D,Lupin,Antibiotic,Sulfonamide,45306-256-50,212.59,Intravenous Solution,"10 mcg/mL Intravenous Solution, 15 mL bottle. Typical dosing: four times daily.","kevir is a sulfonamide antibiotic that inhibits bacterial cell wall synthesis, effective against both gram-positive and gram-negative organisms.

Mechanism of Action: kevir works by inhibiting DNA gyrase and topoisomerase IV, preventing bacterial DNA replication.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Highly protein-bound (approximately 90-95%). Subject to minimal metabolism, with most of the drug excreted unchanged. Clearance is reduced in patients with renal impairment.

Contraindications: Pregnancy and lactation; Concurrent use of contraindicated medications; Known bacterial resistance; Severe renal impairment; Myasthenia gravis (for certain antibiotic classes).

Common Adverse Effects: Headache, Dizziness, Photosensitivity, Candidiasis, Allergic reactions, Antibiotic-associated diarrhea.",,525
807,Rozepam,EL-rozepam Phosphate,Eli Lilly,Ophthalmological,Miotic,24044-296-48,123.15,Oral Solution,"5 mcg/mL Oral Solution, 240 mL bottle. Typical dosing: as directed by physician.","rozepam is a miotic medication classified under ophthalmological drugs.

Mechanism of Action: rozepam works by counteracting pathological changes in tissue function.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Distribution limited primarily to the vascular compartment. Metabolized through multiple pathways with no single dominant route. Prolonged half-life allowing once-daily dosing.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Fatigue, Dizziness, Nausea, Vomiting, Headache, Diarrhea.","CYP2C9,MTHFR,CYP2B6",436
808,Aztide,aztide,Roche,Antidiabetic,SGLT2 Inhibitor,70738-864-53,123.51,Dispersible Tablet,"50.0 mg Dispersible Tablet, 28 Dispersible Tablets per bottle. Typical dosing: twice daily.","aztide improves insulin sensitivity and reduces hepatic glucose production, leading to better glycemic control.

Mechanism of Action: aztide works by increasing tissue sensitivity to insulin and reducing hepatic glucose production.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Crosses the blood-brain barrier. Metabolized via non-CYP450 pathways. Clearance is reduced in patients with renal impairment.

Contraindications: Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment.

Common Adverse Effects: Urinary tract infections, Genital mycotic infections, Fatigue, Diarrhea, Pruritus, Headache, Rash.","CYP2D6,OPRM1",283
809,Siracil,siracil SR,Roche,Anticancer,Hormone Therapy,57561-480-85,874.41,Rectal Suppository,"5 mg Rectal Suppository, 100 units per package. Typical dosing: three times daily.","siracil belongs to the class of hormone therapy agents within the anticancer category.

Mechanism of Action: siracil works by counteracting pathological changes in tissue function.

Pharmacokinetics: Slowly absorbed after oral administration. Distribution limited primarily to the vascular compartment. Metabolized via non-CYP450 pathways. Excreted in urine as metabolites.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Severe hepatic impairment; Pregnancy and lactation.

Common Adverse Effects: Nausea, Headache, Vomiting, Fatigue, Diarrhea, Dizziness, Rash.","CYP2C9,HLA-B*1502",647
810,Aztinib,aztinib Oral,Boehringer Ingelheim,Immunological,Interferons,27545-483-15,445.75,Oral Solution,"0.05 % Oral Solution, 120 mL bottle. Typical dosing: twice daily.","aztinib belongs to the class of interferons agents within the immunological category.

Mechanism of Action: aztinib works by enhancing physiological defense mechanisms.

Pharmacokinetics: Well absorbed through transdermal application. Accumulates in adipose tissue due to lipophilic properties. Metabolized through multiple pathways with no single dominant route. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Pregnancy and lactation; Severe hepatic impairment.

Common Adverse Effects: Nausea, Vomiting, Abdominal pain, Headache, Rash, Fatigue.","CFTR,DPYD",490
811,Laolol,Genlaolol,Genentech,Cardiovascular,Diuretic,98131-307-89,88.76,Buccal Tablet,"2.5 mg Buccal Tablet, 180 Buccal Tablets per bottle. Typical dosing: twice daily.","laolol belongs to the class of diuretic medications and is used to treat various cardiovascular disorders including coronary artery disease.

Mechanism of Action: laolol works by promoting sodium and water excretion by inhibiting sodium reabsorption in the distal tubule.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Crosses the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Elimination rate depends on hepatic function.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Second or third-degree heart block; Severe renal impairment.

Common Adverse Effects: Flushing, Palpitations, Chest pain, Headache, Diarrhea, Dizziness, Edema.",,501
812,Henavir,Luphenavir Sodium HCT,Lupin,Immunological,Antirheumatic,61504-103-95,387.71,Orally Disintegrating Tablet,"25 mg Orally Disintegrating Tablet, 50 Orally Disintegrating Tablets per bottle. Typical dosing: once daily.","henavir is used in the treatment of conditions requiring immunological therapy.

Mechanism of Action: henavir works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Does not significantly penetrate the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Elimination rate depends on hepatic function.

Contraindications: Severe renal impairment; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Nausea, Pruritus, Vomiting, Rash, Headache.","COMT,CYP2C19",645
813,Liglitazone,liglitazone Citrate,Serum Institute,Antidiabetic,Meglitinide,72975-970-61,285.17,Chewable Tablet,"10.0 mg Chewable Tablet, 20 Chewable Tablets per bottle. Typical dosing: twice daily.","liglitazone stimulates insulin secretion from pancreatic beta cells, helping to lower blood glucose levels in diabetic patients.

Mechanism of Action: liglitazone works by inhibiting intestinal alpha-glucosidase enzymes, delaying carbohydrate absorption.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Low protein binding (<30%). Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Elimination rate depends on hepatic function.

Contraindications: Severe renal impairment (GFR < 30 mL/min); Severe renal impairment; Pregnancy and lactation; Severe hepatic impairment; Diabetic ketoacidosis.

Common Adverse Effects: Hypoglycemia, Diarrhea, Headache, Weight gain, Abdominal pain.",,301
814,Moprofen,SP-moprofen Phosphate,Strides Pharma,Ophthalmological,Miotic,75253-919-45,29.38,Capsule,"500 mg Capsule, 180 Capsules per bottle. Typical dosing: twice daily.","moprofen is used in the treatment of conditions requiring ophthalmological therapy.

Mechanism of Action: moprofen works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Accumulates in adipose tissue due to lipophilic properties. Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Prolonged half-life allowing once-daily dosing.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment.

Common Adverse Effects: Dizziness, Fatigue, Pruritus, Diarrhea, Headache.","VKORC1,COMT",540
815,Dioxacin,AP-dioxacin XR,Aurobindo Pharma,Respiratory,Bronchodilator,87909-350-85,66.2,Nasal Spray,"500 mcg/dose Nasal Spray, 20 mL bottle. Typical dosing: every 4-6 hours as needed.","dioxacin is indicated for maintenance treatment of bronchospasm associated with respiratory disorders.

Mechanism of Action: dioxacin works by stimulating beta-2 adrenergic receptors in bronchial smooth muscle, causing bronchodilation.

Pharmacokinetics: Well absorbed through transdermal application. Widely distributed throughout body tissues. Metabolism shows significant inter-individual variability. Excreted in urine as metabolites.

Contraindications: Status asthmaticus; Pregnancy and lactation; Severe renal impairment.

Common Adverse Effects: Pruritus, Dyspnea, Rash, Cough.",,324
816,Besemide,Baybesemide,Bayer,Musculoskeletal,Antigout,86895-787-65,152.19,Buccal Tablet,"10 mg Buccal Tablet, 14 Buccal Tablets per bottle. Typical dosing: once daily.","besemide belongs to the class of antigout agents within the musculoskeletal category.

Mechanism of Action: besemide works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Slowly absorbed after oral administration. Low protein binding (<30%). Subject to minimal metabolism, with most of the drug excreted unchanged. Excreted in urine as metabolites.

Contraindications: Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Abdominal pain, Nausea, Headache, Pruritus, Fatigue.",,377
817,Beglitazone,AP-beglitazone Forte,Aurobindo Pharma,Antidiabetic,DPP-4 Inhibitor,35991-191-98,444.83,Transdermal Patch,"10 mcg/h Transdermal Patch, 10 patches per box. Typical dosing: twice daily.","beglitazone stimulates insulin secretion from pancreatic beta cells, helping to lower blood glucose levels in diabetic patients.

Mechanism of Action: beglitazone works by inhibiting sodium-glucose cotransporter 2 (SGLT2) in the kidneys, increasing urinary glucose excretion.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Low protein binding (<30%). Metabolized through multiple pathways with no single dominant route. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Type 1 diabetes mellitus (for certain antidiabetic classes); Severe renal impairment; Acute or chronic metabolic acidosis; Pregnancy and lactation; Severe renal impairment (GFR < 30 mL/min).

Common Adverse Effects: Diarrhea, Genital mycotic infections, Urinary tract infections, Nausea, Headache, Rash, Fatigue.",,570
818,Motoin,motoin Potassium D,Allergan,Antiviral,Nucleoside Analog,10746-621-34,757.98,Film-Coated Tablet,"200 mg Film-Coated Tablet, 50 Film-Coated Tablets per bottle. Typical dosing: as directed by physician.","motoin is used in the treatment of conditions requiring antiviral therapy.

Mechanism of Action: motoin works by counteracting pathological changes in tissue function.

Pharmacokinetics: Absorption is enhanced when taken with food. Distribution limited primarily to the vascular compartment. Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Clearance is reduced in patients with renal impairment.

Contraindications: Severe hepatic impairment; Pregnancy and lactation; Severe renal impairment.

Common Adverse Effects: Diarrhea, Headache, Abdominal pain, Pruritus, Dizziness.",,487
819,Enmycin,enmycin,Pfizer,Ophthalmological,Lubricant,27914-614-73,108.32,Dispersible Tablet,"20 mg Dispersible Tablet, 14 Dispersible Tablets per bottle. Typical dosing: once daily.","enmycin is indicated for therapeutic applications related to ophthalmological conditions.

Mechanism of Action: enmycin works by counteracting pathological changes in tissue function.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Distribution limited primarily to the vascular compartment. Subject to minimal metabolism, with most of the drug excreted unchanged. Terminal half-life of approximately 12-24 hours.

Contraindications: Severe hepatic impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment.

Common Adverse Effects: Fatigue, Headache, Vomiting, Pruritus.",,332
820,Zomab,zomab Sulfate,Merck,Anticancer,Antimetabolite,86368-658-41,679.77,Nasal Spray,"5 mcg/dose Nasal Spray, 15 mL bottle. Typical dosing: three times daily.","zomab is a antimetabolite medication classified under anticancer drugs.

Mechanism of Action: zomab works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is reduced when taken with food. Does not significantly penetrate the blood-brain barrier. Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe hepatic impairment; Pregnancy and lactation; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Diarrhea, Vomiting, Pruritus, Rash, Fatigue.",HLA-B*5701,602
821,Enzolam,ZC-enzolam IV,Zydus Cadila,Central Nervous System,Antidepressant,20954-969-42,37.6,Topical Ointment,"5.0 mg/g Topical Ointment, 20 g tube. Typical dosing: once daily.","enzolam is indicated for the management of chronic pain conditions through its action on central pain pathways.

Mechanism of Action: enzolam works by inhibiting monoamine oxidase, increasing levels of monoamine neurotransmitters.

Pharmacokinetics: Slowly absorbed after oral administration. Moderately protein-bound (approximately 60-80%). Metabolized through multiple pathways with no single dominant route. Terminal half-life of approximately 12-24 hours.

Contraindications: Severe hepatic impairment; Angle-closure glaucoma; Recent myocardial infarction.

Common Adverse Effects: Fatigue, Depression, Abdominal pain, Headache.",,488
822,Flufibrate,flufibrate,Alkem Laboratories,Otological,Anti-Inflammatory,86120-406-45,146.63,Injection,"20.0 mg/mL Injection, 50 1 mL vials. Typical dosing: once daily.","flufibrate is indicated for therapeutic applications related to otological conditions.

Mechanism of Action: flufibrate works by enhancing physiological defense mechanisms.

Pharmacokinetics: Well absorbed through transdermal application. Widely distributed throughout body tissues. Metabolized through multiple pathways with no single dominant route. Eliminated through both renal and biliary routes.

Contraindications: Severe renal impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Headache, Diarrhea, Dizziness, Vomiting, Abdominal pain, Nausea, Fatigue.",,429
823,Esvir,esvir SR,Bayer,Otological,Cerumenolytic,85748-514-49,123.16,Inhalation Solution,"0.1 % Inhalation Solution, 60 mL bottle. Typical dosing: once daily.","esvir belongs to the class of cerumenolytic agents within the otological category.

Mechanism of Action: esvir works by binding to specific receptors in target tissues.

Pharmacokinetics: Absorption is reduced when taken with food. Widely distributed throughout body tissues. Metabolized through multiple pathways with no single dominant route. Elimination rate depends on hepatic function.

Contraindications: Severe hepatic impairment; Pregnancy and lactation; Severe renal impairment.

Common Adverse Effects: Vomiting, Pruritus, Headache, Dizziness, Abdominal pain.",,550
824,Toglitazone,toglitazone ER,Johnson & Johnson,Dermatological,Antipruritic,48297-301-76,121.74,Powder for Reconstitution,"1.0 mg Powder for Reconstitution, 30 units per package. Typical dosing: as directed by physician.","toglitazone is indicated for therapeutic applications related to dermatological conditions.

Mechanism of Action: toglitazone works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Slowly absorbed after oral administration. Moderately protein-bound (approximately 60-80%). Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Eliminated through both renal and biliary routes.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation; Severe renal impairment.

Common Adverse Effects: Headache, Diarrhea, Rash, Fatigue.",,656
825,Gesteride,gesteride Calcium,Johnson & Johnson,Hormonal,Corticosteroid,12148-412-78,176.26,Chewable Tablet,"0.25 mg Chewable Tablet, 100 Chewable Tablets per bottle. Typical dosing: once daily.","gesteride is a corticosteroid medication classified under hormonal drugs.

Mechanism of Action: gesteride works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is enhanced when taken with food. Moderately protein-bound (approximately 60-80%). Metabolized through multiple pathways with no single dominant route. Clearance is reduced in patients with renal impairment.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation; Severe hepatic impairment; Severe renal impairment.

Common Adverse Effects: Headache, Vomiting, Rash, Diarrhea.",,588
826,Glimustine,glimustine,Bristol-Myers Squibb,Anticancer,Alkylating Agent,86599-341-59,1357.81,Tablet,"100 mg Tablet, 120 Tablets per bottle. Typical dosing: three times daily.","glimustine is a alkylating agent medication classified under anticancer drugs.

Mechanism of Action: glimustine works by enhancing physiological defense mechanisms.

Pharmacokinetics: Well absorbed through transdermal application. Distribution limited primarily to the vascular compartment. Metabolized to active metabolites that contribute to the therapeutic effect. Prolonged half-life allowing once-daily dosing.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Dizziness, Headache, Vomiting, Pruritus, Rash.",DPYD,298
827,Sevir,sevir,Pfizer,Immunological,Vaccine,93637-370-95,378.89,Powder for Reconstitution,"500 mg Powder for Reconstitution, 100 units per package. Typical dosing: twice daily.","sevir is used in the treatment of conditions requiring immunological therapy.

Mechanism of Action: sevir works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Distribution limited primarily to the vascular compartment. Metabolized through multiple pathways with no single dominant route. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Pregnancy and lactation; Severe hepatic impairment; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Abdominal pain, Diarrhea, Rash, Fatigue, Dizziness, Vomiting.","VKORC1,CYP1A2",553
828,Didronate,didronate Hydrochloride,Sun Pharmaceutical,Nutritional,Electrolyte,93588-392-48,29.52,Nasal Spray,"1.0 % Nasal Spray, 15 mL bottle. Typical dosing: three times daily.","didronate is indicated for therapeutic applications related to nutritional conditions.

Mechanism of Action: didronate works by modulating biochemical pathways involved in the disease process.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Crosses the blood-brain barrier. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Clearance is reduced in patients with renal impairment.

Contraindications: Pregnancy and lactation; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Vomiting, Dizziness, Rash, Diarrhea.",,630
829,Fifenac,fifenac Forte,Biocon,Hormonal,Corticosteroid,18336-556-50,240.74,Inhalation Powder,"200 mcg/dose Inhalation Powder, 120 doses per inhaler. Typical dosing: three times daily.","fifenac is a corticosteroid medication classified under hormonal drugs.

Mechanism of Action: fifenac works by enhancing physiological defense mechanisms.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Moderately protein-bound (approximately 60-80%). Metabolism shows significant inter-individual variability. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Severe renal impairment; Pregnancy and lactation; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Rash, Nausea, Vomiting, Fatigue, Headache.",,485
830,Becycline,becycline,Biocon,Antiviral,Protease Inhibitor,18464-905-89,111.84,Chewable Tablet,"50 mg Chewable Tablet, 50 Chewable Tablets per bottle. Typical dosing: three times daily.","becycline is indicated for therapeutic applications related to antiviral conditions.

Mechanism of Action: becycline works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Accumulates in adipose tissue due to lipophilic properties. Metabolized to active metabolites that contribute to the therapeutic effect. Elimination rate depends on hepatic function.

Contraindications: Severe renal impairment; Pregnancy and lactation; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Rash, Pruritus, Diarrhea, Vomiting, Headache, Nausea.",CYP3A4,430
831,Azconazole,azconazole,Bayer,Dermatological,Antiseptic,42136-404-38,78.66,Otic Solution,"0.05 % Otic Solution, 30 mL bottle. Typical dosing: once daily.","azconazole is a antiseptic medication classified under dermatological drugs.

Mechanism of Action: azconazole works by binding to specific receptors in target tissues.

Pharmacokinetics: Slowly absorbed after oral administration. Widely distributed throughout body tissues. Metabolized through multiple pathways with no single dominant route. Terminal half-life of approximately 12-24 hours.

Contraindications: Severe hepatic impairment; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Nausea, Diarrhea, Vomiting, Abdominal pain, Fatigue, Headache, Rash.",,477
832,Promicin,Pfipromicin,Pfizer,Antibiotic,Carbapenem,29216-166-51,47.52,Otic Solution,"20.0 mg/mL Otic Solution, 480 mL bottle. Typical dosing: twice daily.","promicin is indicated for the treatment of infections caused by susceptible strains of designated microorganisms.

Mechanism of Action: promicin works by binding to the 30S ribosomal subunit, inhibiting bacterial protein synthesis.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Accumulates in adipose tissue due to lipophilic properties. Metabolized through multiple pathways with no single dominant route. Excreted in urine as metabolites.

Contraindications: Severe hepatic impairment; History of antibiotic-associated colitis; Severe renal impairment; Myasthenia gravis (for certain antibiotic classes); Pregnancy and lactation.

Common Adverse Effects: Fatigue, QT interval prolongation, Allergic reactions, Photosensitivity, Headache.","CFTR,TPMT",602
833,Estiderol,estiderol Hydrochloride,Piramal Healthcare,Respiratory,Expectorant,76818-489-66,115.1,Drops,"100 mg Drops, 10 units per package. Typical dosing: twice daily.","estiderol is used for symptomatic relief of respiratory tract disorders characterized by congestion and inflammation.

Mechanism of Action: estiderol works by antagonizing histamine H1 receptors, reducing allergic responses.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Widely distributed throughout body tissues. Metabolized via non-CYP450 pathways. Excreted in urine as metabolites.

Contraindications: Untreated fungal infections of the respiratory tract; Pregnancy and lactation; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Headache, Bronchospasm, Nausea, Dizziness.",,777
